Compound_ID,Protein_ID,Label
758,93,1
3452,1786,1
1256,1538,1
7307,1821,1
5449,400,1
2006,538,1
6345,915,1
5524,1217,1
2678,2099,1
7705,4082,1
1041,795,1
3443,1444,1
1736,1882,1
7407,1944,1
5784,3773,1
3193,2959,1
323,286,1
139,465,1
6097,1789,1
8122,4141,1
10818,245,1
405,850,1
2605,1513,1
3186,2956,1
11042,929,1
445,922,1
3089,808,1
11924,1280,1
5637,986,1
10013,1430,1
6821,3890,1
8099,77,1
5776,1037,1
2144,256,1
831,850,1
12438,454,1
2966,2808,1
1636,1772,1
1942,1290,1
7219,1950,1
321,748,1
4366,907,1
999,397,1
525,743,1
1430,849,1
12438,1622,1
5079,25,1
502,759,1
180,745,1
782,813,1
7222,2140,1
317,979,1
10045,4472,1
133,404,1
7402,3239,1
3126,2918,1
1073,733,1
2318,1698,1
12789,1034,1
6465,3302,1
400,869,1
4584,3587,1
3994,2095,1
946,813,1
9681,4316,1
1157,1491,1
1322,1558,1
252,890,1
6133,533,1
2237,2123,1
7841,963,1
351,869,1
4556,1017,1
12438,1635,1
1111,328,1
483,759,1
161,708,1
6639,2327,1
2962,1066,1
147,544,1
10045,4485,1
3388,420,1
1213,1507,1
1230,693,1
182,767,1
3683,2031,1
1293,749,1
1932,2133,1
1951,2146,1
1295,795,1
5636,1016,1
9791,3787,1
4010,3328,1
8139,4161,1
1212,760,1
1217,875,1
1010,811,1
1614,1743,1
559,875,1
1834,1975,1
2959,2121,1
3286,301,1
2840,2695,1
9681,4329,1
2592,2593,1
1138,996,1
5783,1416,1
487,477,1
10313,2327,1
464,759,1
6173,1076,1
2446,260,1
6773,3552,1
147,557,1
8149,45,1
383,770,1
2693,1076,1
10029,2918,1
4368,3544,1
768,1291,1
3536,1701,1
6022,2462,1
6932,1222,1
8138,502,1
3069,2760,1
1097,1466,1
9746,1519,1
4469,859,1
10276,287,1
3629,882,1
7977,813,1
1798,1513,1
9840,134,1
113,249,1
3177,721,1
7038,2291,1
1188,766,1
969,1402,1
1060,766,1
4021,3328,1
5210,978,1
292,894,1
4599,824,1
7548,1346,1
3069,2881,1
7343,1880,1
961,760,1
6393,311,1
3454,248,1
522,1127,1
2621,2196,1
6475,838,1
13075,1400,1
2318,2424,1
1101,245,1
3577,318,1
10263,883,1
970,728,1
132,383,1
1866,2034,1
3547,2361,1
3965,2120,1
539,478,1
697,835,1
10008,1007,1
6164,838,1
7042,841,1
7021,1950,1
7855,3839,1
5061,747,1
787,728,1
2650,803,1
110,220,1
9315,262,1
8277,795,1
12458,1552,1
469,1092,1
2143,477,1
7528,2168,1
11850,915,1
1870,2045,1
7642,698,1
7680,990,1
9681,2719,1
278,743,1
443,1076,1
3497,3075,1
625,787,1
2438,2502,1
160,687,1
14325,699,1
12955,4694,1
2487,408,1
1778,1934,1
4539,648,1
305,324,1
301,848,1
5483,2439,1
3943,1785,1
7296,2168,1
6606,1950,1
572,1082,1
9973,770,1
4436,671,1
105,155,1
776,848,1
1789,1948,1
108,160,1
192,797,1
7215,1950,1
5768,1524,1
4281,245,1
6256,561,1
2531,2558,1
750,795,1
9662,733,1
2002,2177,1
12869,3765,1
2525,1989,1
364,759,1
1181,1018,1
787,862,1
3777,2139,1
7588,2168,1
5671,1039,1
5495,813,1
6211,0,1
528,867,1
4282,325,1
6868,3239,1
546,1150,1
8304,766,1
1759,1897,1
12469,1027,1
1509,968,1
2346,2108,1
4578,94,1
10818,2528,1
4180,1482,1
7518,3240,1
7890,668,1
1840,2007,1
6028,0,1
10045,4527,1
7445,1715,1
1894,257,1
7799,257,1
4194,2548,1
472,1093,1
10045,1036,1
7080,1967,1
1550,861,1
6044,883,1
12432,4235,1
8149,4167,1
3856,2674,1
10045,4419,1
141,175,1
6870,3591,1
4045,3364,1
2078,2185,1
1307,847,1
2007,1487,1
892,339,1
2564,2573,1
3237,1915,1
5511,770,1
6404,3791,1
2436,1075,1
4134,3069,1
1135,740,1
8081,478,1
12026,699,1
4025,1850,1
147,370,1
10295,1039,1
10045,4540,1
7433,671,1
6275,2105,1
9442,4247,1
9442,46,1
421,875,1
11329,478,1
4658,975,1
14604,4139,1
6516,2167,1
13496,735,1
7293,3256,1
7281,1970,1
395,822,1
12432,47,1
2511,2538,1
147,491,1
1506,804,1
4047,2255,1
710,870,1
880,756,1
4249,403,1
2251,2355,1
6580,58,1
3564,300,1
7557,40,1
3040,2515,1
1072,1451,1
1330,992,1
464,814,1
4165,2395,1
3788,459,1
7742,3240,1
9801,4422,1
3340,1989,1
6821,2106,1
6301,3797,1
1165,861,1
6903,3902,1
1008,648,1
5096,1443,1
5973,1716,1
3447,1068,1
4021,2094,1
1946,150,1
6815,756,1
1130,759,1
5509,40,1
4134,3203,1
13,16,1
3903,3270,1
3841,177,1
3994,2634,1
959,648,1
4135,2344,1
5370,376,1
1769,1914,1
2511,2551,1
6282,1195,1
6061,1950,1
2556,1247,1
6343,882,1
4277,478,1
209,830,1
6971,2171,1
12484,1647,1
3401,1073,1
1869,2037,1
5747,1036,1
8109,795,1
2061,2207,1
1003,839,1
2608,2605,1
7847,795,1
1653,692,1
10703,3304,1
4175,1864,1
963,245,1
1195,1009,1
2589,2592,1
3433,2459,1
921,477,1
1771,684,1
7741,3257,1
1294,759,1
1853,457,1
2305,1786,1
7176,1529,1
3041,2837,1
4607,245,1
10811,807,1
2218,2312,1
676,831,1
4647,812,1
6169,328,1
4957,974,1
10029,4154,1
14497,740,1
204,728,1
12484,1660,1
5443,867,1
295,846,1
547,838,1
593,1183,1
12439,1594,1
4357,834,1
5510,813,1
7951,865,1
1005,898,1
2357,2447,1
5411,1036,1
7806,2167,1
3573,2186,1
2843,2606,1
13574,886,1
234,728,1
4107,1598,1
3953,3117,1
3584,2725,1
1151,1073,1
3568,1963,1
4979,480,1
3482,499,1
6498,257,1
2637,2622,1
3929,1942,1
3495,1192,1
8149,1644,1
5705,328,1
6510,3236,1
1233,1519,1
1960,838,1
6946,1551,1
3193,2961,1
3962,2240,1
7661,1008,1
139,467,1
8080,4146,1
7189,1723,1
9833,3824,1
4021,2591,1
3754,2476,1
3126,2907,1
3592,2185,1
3679,2073,1
11924,1282,1
2963,2620,1
1879,2054,1
10045,970,1
3985,3311,1
6461,1923,1
356,815,1
2653,1411,1
3742,2751,1
1230,1379,1
6209,396,1
6942,1967,1
11704,4662,1
4130,1716,1
2201,1287,1
7237,838,1
2966,2810,1
4253,1786,1
321,750,1
6938,1444,1
7712,838,1
310,820,1
253,286,1
7727,3590,1
12673,969,1
1730,1786,1
3865,334,1
553,992,1
133,406,1
5391,824,1
10045,4474,1
7402,3241,1
2340,2240,1
944,850,1
7243,215,1
7308,2825,1
3000,300,1
135,186,1
3134,300,1
1168,972,1
2940,929,1
8253,1017,1
906,743,1
1333,810,1
8080,2523,1
4405,1897,1
3531,3090,1
8242,895,1
1217,864,1
1521,1275,1
9681,2103,1
6107,1529,1
6088,1287,1
1322,1560,1
3822,2744,1
7841,965,1
351,871,1
12142,821,1
12438,1637,1
6686,684,1
3587,2618,1
2047,1964,1
3334,940,1
4514,3237,1
161,710,1
3416,2736,1
8306,772,1
5904,648,1
147,546,1
7638,2299,1
6429,533,1
207,826,1
4670,1269,1
7132,1444,1
10045,4487,1
5867,766,1
125,235,1
2692,2641,1
1114,749,1
663,813,1
219,836,1
6626,0,1
222,841,1
1149,743,1
717,820,1
395,769,1
1019,862,1
730,759,1
4670,3605,1
3488,481,1
2612,1076,1
14620,1586,1
5371,1474,1
608,769,1
1205,759,1
272,820,1
652,287,1
10045,3561,1
3565,3101,1
4726,918,1
4652,740,1
11852,3741,1
147,559,1
1889,2034,1
1521,1638,1
2907,1825,1
8252,899,1
800,1060,1
3520,1759,1
8081,1017,1
4473,859,1
7900,4123,1
708,1242,1
7590,928,1
3130,2476,1
3248,2239,1
6677,2166,1
548,206,1
4603,824,1
7447,4033,1
8257,869,1
3066,1444,1
3444,3053,1
510,1119,1
1286,1340,1
1091,835,1
3069,2883,1
12979,4138,1
1343,827,1
6678,940,1
4166,3159,1
2318,2426,1
1969,1518,1
3899,2815,1
4658,1406,1
7381,1585,1
3730,1316,1
132,385,1
1732,1053,1
5063,408,1
3653,2530,1
2149,1341,1
3154,1385,1
5531,927,1
2549,2443,1
5443,814,1
1138,1482,1
1067,1013,1
1600,1513,1
105,144,1
7689,4037,1
110,222,1
738,545,1
8038,286,1
6126,1487,1
7038,320,1
8132,1345,1
417,904,1
9892,16,1
4677,988,1
3510,2831,1
1115,1471,1
3348,1786,1
1870,2047,1
7811,2458,1
3227,1496,1
4182,1948,1
804,266,1
4319,3414,1
7653,300,1
160,689,1
3405,2027,1
3231,2140,1
882,859,1
1826,664,1
10975,1040,1
4180,3457,1
3903,2654,1
1840,1996,1
6587,1444,1
2040,1532,1
192,799,1
574,864,1
2347,2443,1
7502,1191,1
7681,1193,1
2092,1170,1
5824,869,1
11918,1788,1
8236,1415,1
722,964,1
3053,390,1
1379,739,1
2962,2746,1
1351,906,1
2299,2402,1
8099,134,1
6853,1950,1
2147,2274,1
5495,815,1
528,869,1
6446,1037,1
1066,1447,1
2664,2271,1
1850,1529,1
4138,2305,1
7518,3242,1
782,870,1
3736,1736,1
1840,2009,1
10045,4529,1
1702,318,1
3531,809,1
6736,3243,1
9442,4236,1
4604,728,1
8071,947,1
4194,2550,1
1546,973,1
2962,1820,1
1210,795,1
829,1332,1
626,515,1
1550,863,1
12432,4237,1
8149,4169,1
7605,4042,1
2612,660,1
6175,816,1
1266,286,1
946,870,1
6945,2949,1
7210,2200,1
1745,257,1
11155,731,1
525,813,1
11974,245,1
14508,4726,1
10045,4542,1
6017,3798,1
1390,739,1
7546,321,1
7348,4012,1
4127,816,1
3060,2863,1
6305,0,1
7480,1687,1
3565,1049,1
2584,2116,1
846,989,1
7293,3258,1
9349,759,1
4354,3195,1
309,821,1
3427,1115,1
698,862,1
326,990,1
2511,2540,1
147,493,1
353,827,1
2657,150,1
4642,1383,1
7665,4069,1
256,894,1
12484,1636,1
490,832,1
1214,863,1
894,693,1
8313,843,1
2251,2357,1
135,375,1
6363,1523,1
4290,177,1
6910,3907,1
1117,701,1
4248,2395,1
6894,3899,1
3174,1285,1
3537,3094,1
249,891,1
7742,3242,1
1121,820,1
3521,3086,1
7308,1967,1
13746,969,1
1165,863,1
5661,729,1
205,821,1
559,824,1
7673,338,1
7566,1444,1
1864,2032,1
795,771,1
2832,245,1
7959,1146,1
4122,1919,1
8210,728,1
698,875,1
8430,731,1
1945,2142,1
3903,3272,1
6277,3563,1
1206,756,1
788,768,1
5196,750,1
3193,2358,1
3671,3151,1
3423,3049,1
4920,852,1
3132,2348,1
7110,1285,1
484,771,1
2335,1775,1
7419,4026,1
1875,1790,1
9681,1595,1
7267,2171,1
7167,2987,1
216,727,1
4190,2174,1
540,787,1
5085,1269,1
5728,1146,1
3890,835,1
3573,3114,1
1744,408,1
3122,963,1
2532,1686,1
3944,3286,1
6783,1950,1
8094,529,1
2660,151,1
11841,1031,1
1538,1242,1
705,1241,1
295,848,1
8149,1633,1
3035,2428,1
11846,328,1
11920,1031,1
2486,1920,1
3654,716,1
3993,2131,1
7444,4032,1
269,795,1
477,744,1
6953,533,1
2357,2449,1
5411,1038,1
1627,883,1
10548,4613,1
6427,3641,1
1016,729,1
1365,883,1
8054,699,1
7680,0,1
285,924,1
359,846,1
1754,816,1
5971,1496,1
746,1026,1
8228,478,1
5836,813,1
5684,3654,1
2692,2038,1
3918,1970,1
6576,2020,1
6603,396,1
152,637,1
5391,813,1
10045,4463,1
2313,177,1
931,375,1
6387,1037,1
4021,2593,1
3126,2909,1
5275,372,1
3985,3313,1
7333,2120,1
16579,4149,1
4134,669,1
4031,1968,1
765,1281,1
5446,870,1
10045,2140,1
3651,3144,1
5819,1640,1
564,739,1
4134,1837,1
9681,4307,1
1161,729,1
1221,743,1
435,817,1
6011,3796,1
12619,735,1
4164,1716,1
6196,809,1
5673,768,1
604,1040,1
3336,3025,1
2300,2170,1
3790,3195,1
4351,3528,1
133,408,1
10045,4476,1
11115,2929,1
1521,1385,1
1274,727,1
7494,1785,1
830,750,1
8149,1191,1
8149,962,1
4327,3521,1
4993,901,1
3976,325,1
11911,769,1
6522,3840,1
6190,132,1
460,924,1
8297,1062,1
730,748,1
1217,866,1
1506,740,1
1925,2121,1
3222,2980,1
1598,1726,1
9681,4320,1
2329,1716,1
13423,4707,1
1322,1562,1
12492,936,1
7924,736,1
12438,1639,1
7857,911,1
1589,859,1
123,191,1
207,828,1
307,766,1
2464,2520,1
441,766,1
13596,3588,1
1547,862,1
2041,2188,1
2965,2802,1
1521,1627,1
2689,2638,1
7049,1906,1
182,771,1
316,771,1
4061,3378,1
6470,2229,1
11979,243,1
781,807,1
1011,1269,1
1121,875,1
4140,2395,1
246,648,1
10246,4600,1
4848,3650,1
6006,1950,1
435,1072,1
6140,1950,1
6014,3797,1
751,820,1
1697,927,1
2029,2191,1
489,820,1
3565,3103,1
1512,918,1
3071,2302,1
2783,1081,1
12438,1063,1
1521,1640,1
1178,749,1
2959,260,1
10844,3364,1
1138,1350,1
355,941,1
3562,1987,1
7017,883,1
3961,1467,1
6442,2638,1
2139,1689,1
6170,1950,1
7259,416,1
459,769,1
607,896,1
132,374,1
1085,1460,1
1161,287,1
13746,1037,1
122,329,1
5160,1269,1
3386,2700,1
7933,1040,1
1142,947,1
1030,477,1
6515,2106,1
1048,760,1
1012,837,1
5373,744,1
2515,2555,1
4198,777,1
3444,3055,1
1033,896,1
4021,3332,1
10306,813,1
3262,540,1
3656,430,1
12441,1347,1
3144,1716,1
3939,1950,1
3655,2191,1
7927,3561,1
7703,4082,1
148,624,1
7405,1944,1
5510,870,1
1038,1132,1
1129,1479,1
4783,770,1
1044,883,1
5514,3729,1
7169,886,1
2434,2495,1
5531,929,1
1840,1985,1
2962,399,1
7263,1716,1
2760,2665,1
105,146,1
1158,1133,1
399,327,1
2925,2732,1
110,224,1
6927,77,1
7073,3807,1
6453,3833,1
10467,478,1
744,1264,1
417,906,1
6181,1950,1
4544,875,1
7280,838,1
1308,848,1
7295,3627,1
12441,1589,1
8096,872,1
1379,728,1
382,1033,1
160,691,1
2312,2101,1
385,1038,1
5880,911,1
472,963,1
1967,2103,1
4405,2638,1
7197,3176,1
171,742,1
3457,3064,1
1840,1998,1
699,861,1
11979,861,1
3466,3069,1
412,1033,1
2843,1858,1
1532,835,1
1083,743,1
11153,1,1
2108,1934,1
12438,1560,1
2966,1928,1
6290,2327,1
1173,902,1
7594,1950,1
3739,1851,1
3491,1786,1
6810,3302,1
2937,2166,1
3969,2313,1
1737,1883,1
4282,329,1
1916,2114,1
6878,1487,1
451,99,1
9761,1389,1
2837,1935,1
7904,836,1
1154,744,1
7518,3244,1
7487,1716,1
10045,4531,1
9735,3588,1
957,1398,1
9442,4238,1
1390,728,1
6889,40,1
1128,728,1
1293,795,1
2251,2225,1
310,769,1
6550,3203,1
6655,3256,1
3071,2223,1
12432,4239,1
395,813,1
1637,1773,1
6620,0,1
1052,854,1
9803,689,1
8149,4171,1
10045,2437,1
1521,1561,1
11982,4676,1
9795,3723,1
3563,3099,1
710,861,1
880,747,1
525,815,1
6008,3795,1
10029,628,1
179,178,1
4862,328,1
11974,247,1
384,287,1
11900,69,1
10045,4544,1
7870,1430,1
2350,1012,1
3016,2822,1
4604,743,1
3060,2865,1
5252,1193,1
9681,4267,1
627,1213,1
1214,744,1
943,924,1
7853,968,1
1017,873,1
1707,1845,1
6815,747,1
1306,747,1
9773,823,1
5377,141,1
640,886,1
492,759,1
698,864,1
576,1167,1
2630,2005,1
3903,3261,1
3841,168,1
2511,2542,1
4555,743,1
147,495,1
2853,2242,1
1165,744,1
614,870,1
807,770,1
11913,883,1
3236,2983,1
1120,1001,1
12484,1638,1
1214,865,1
7981,372,1
4108,697,1
1611,1733,1
508,1117,1
2251,2359,1
135,377,1
1762,1902,1
5898,1425,1
244,778,1
1135,986,1
7742,3244,1
3060,1710,1
3841,2275,1
1165,865,1
205,823,1
2842,1716,1
5046,1330,1
226,357,1
7805,3943,1
5078,87,1
9795,824,1
2290,1913,1
6536,1345,1
6720,3869,1
4070,1694,1
4194,1989,1
8084,325,1
3800,1870,1
6940,3909,1
3392,318,1
5989,883,1
282,373,1
265,729,1
3119,425,1
3157,2932,1
5531,2957,1
402,963,1
763,188,1
3896,1285,1
8149,1622,1
6462,3466,1
9681,1597,1
2754,2663,1
422,1063,1
145,260,1
3471,2718,1
2674,2145,1
5081,398,1
2025,1736,1
355,1009,1
3252,1075,1
11979,324,1
4613,0,1
1106,648,1
8117,744,1
3308,2175,1
4271,1697,1
1816,286,1
2609,1383,1
1246,133,1
1791,1919,1
1349,1574,1
10306,760,1
600,1190,1
2692,859,1
3172,1496,1
3464,3065,1
5503,922,1
8149,1635,1
644,738,1
3467,3070,1
533,1136,1
1825,1688,1
579,1023,1
8091,1401,1
1377,1003,1
4278,2531,1
615,1205,1
164,515,1
8147,744,1
2311,2335,1
4501,65,1
7414,3108,1
5525,388,1
2357,2451,1
5411,1040,1
4449,1595,1
7324,2168,1
1245,820,1
5803,3779,1
584,845,1
7005,1139,1
1738,1884,1
1977,2166,1
5031,1,1
5034,3682,1
8090,883,1
6847,1950,1
6327,3641,1
8454,1345,1
7631,2168,1
7361,2171,1
6134,1785,1
2015,1411,1
4499,3523,1
12459,1553,1
6841,2815,1
2939,978,1
564,728,1
554,40,1
5977,0,1
116,43,1
233,628,1
10312,3641,1
131,351,1
5406,2399,1
6753,3641,1
7295,1709,1
6614,328,1
4339,245,1
7525,2171,1
601,731,1
152,639,1
2277,1946,1
133,397,1
1886,2061,1
1530,965,1
1779,1935,1
12481,3190,1
5537,869,1
9795,1321,1
2562,883,1
3126,2911,1
4083,1487,1
6218,1496,1
2890,2146,1
4550,3582,1
6814,1786,1
186,408,1
7034,1789,1
3985,3315,1
7431,671,1
4704,787,1
309,744,1
12585,4415,1
8056,4143,1
6816,3552,1
1043,968,1
4260,1012,1
6426,334,1
4358,3533,1
9683,972,1
9681,4309,1
1119,963,1
5073,1529,1
508,809,1
5195,243,1
7514,561,1
6533,3843,1
351,862,1
310,824,1
12438,1628,1
13720,4690,1
2395,1012,1
236,875,1
2812,1529,1
7829,838,1
6709,3547,1
10045,4478,1
5840,883,1
2956,2742,1
1067,1217,1
6262,1515,1
6859,3491,1
2131,1841,1
10818,1432,1
200,814,1
4250,3074,1
8288,2291,1
203,819,1
7412,671,1
8081,766,1
3976,327,1
8346,4218,1
791,760,1
7518,3541,1
1217,868,1
114,252,1
1595,1723,1
270,765,1
10051,4121,1
9681,4322,1
8246,1018,1
2900,716,1
3540,2096,1
9681,121,1
12442,1346,1
10477,1260,1
11963,1348,1
1108,817,1
9442,1273,1
4514,3241,1
906,868,1
5684,649,1
4044,2043,1
147,550,1
656,693,1
4701,852,1
2500,1950,1
1521,1629,1
2689,2640,1
7921,4052,1
5867,770,1
4554,1327,1
12432,1274,1
2456,1880,1
2843,2289,1
7511,1444,1
4061,3380,1
781,809,1
2579,1950,1
9203,883,1
7742,3528,1
6486,1687,1
5946,16,1
3645,698,1
3084,2122,1
7946,325,1
6254,1529,1
688,766,1
6925,2222,1
1170,769,1
2818,1185,1
302,959,1
999,887,1
7208,1793,1
11981,4677,1
12442,1588,1
8159,2540,1
6804,885,1
1121,769,1
9856,2323,1
155,653,1
3025,2831,1
291,19,1
6368,1523,1
1521,1642,1
3499,1704,1
5023,327,1
6253,1950,1
7017,885,1
3379,3036,1
3706,3165,1
9320,478,1
11970,438,1
132,376,1
2403,1966,1
5715,325,1
6936,408,1
13261,1519,1
2908,2367,1
2590,809,1
13746,1039,1
193,800,1
3957,1700,1
5097,397,1
8149,3784,1
3297,2593,1
7120,3908,1
6423,533,1
2130,2258,1
5500,787,1
4736,391,1
6577,2168,1
445,728,1
3444,3057,1
1033,898,1
6976,2816,1
2609,2606,1
7554,2564,1
5677,864,1
7927,3563,1
10435,4608,1
6438,1191,1
1753,177,1
7441,408,1
4197,1695,1
9925,76,1
14570,3943,1
8235,683,1
3262,2649,1
7503,2454,1
6661,3865,1
4316,74,1
1840,1987,1
2330,1851,1
4049,1716,1
2760,2667,1
308,965,1
105,148,1
368,1016,1
399,329,1
2452,2514,1
110,226,1
5552,1219,1
5767,1144,1
7092,1836,1
2899,1513,1
7573,1880,1
6250,1786,1
744,1266,1
2380,396,1
417,908,1
4243,1932,1
10403,990,1
3262,2999,1
1308,850,1
3897,3244,1
1521,140,1
807,1322,1
494,862,1
6159,2836,1
11175,459,1
160,693,1
8050,4141,1
12534,735,1
385,1040,1
5963,911,1
1097,1017,1
7036,2816,1
472,965,1
4199,320,1
8311,3687,1
3913,2178,1
3330,1857,1
453,457,1
1005,1199,1
3653,561,1
1684,1716,1
171,744,1
1840,2000,1
1525,905,1
7846,820,1
1079,1084,1
5630,886,1
327,991,1
812,740,1
6729,40,1
11775,4251,1
173,753,1
4194,2541,1
4247,1421,1
6857,2477,1
12438,1562,1
4246,1950,1
5843,886,1
109,216,1
1379,743,1
2280,2393,1
348,232,1
6917,1444,1
6521,1444,1
3522,3087,1
232,286,1
891,925,1
12484,1385,1
3036,2147,1
7862,4103,1
907,869,1
3907,390,1
5684,691,1
801,1153,1
10045,4533,1
9442,4240,1
6746,1454,1
1114,795,1
5828,820,1
8111,727,1
7419,3883,1
236,822,1
310,771,1
1779,956,1
6655,3258,1
2625,1879,1
7293,3249,1
12432,4241,1
6670,3795,1
7057,40,1
933,1393,1
8149,4173,1
5504,881,1
3193,2336,1
6789,225,1
880,749,1
2251,2348,1
489,864,1
10283,281,1
6654,0,1
1218,744,1
2039,2199,1
7751,2299,1
11925,882,1
12716,4121,1
7826,3641,1
6659,1283,1
1695,1837,1
10045,4546,1
3016,2824,1
9657,4141,1
3733,1684,1
765,883,1
5925,766,1
3060,2867,1
942,287,1
1897,1971,1
9636,820,1
732,477,1
2251,2240,1
10283,4603,1
3266,757,1
709,759,1
6815,749,1
4134,3425,1
3009,2821,1
3394,1171,1
2026,1075,1
3903,3263,1
1076,1455,1
2511,2544,1
9307,766,1
2879,2711,1
8168,1247,1
945,477,1
3909,2031,1
3584,248,1
7264,3958,1
3090,1699,1
5700,769,1
922,759,1
777,341,1
12859,763,1
2112,2246,1
7031,0,1
2251,2361,1
7442,1786,1
4250,3492,1
10747,1152,1
11726,12,1
5898,1427,1
929,883,1
1130,873,1
3076,2703,1
464,820,1
10180,1041,1
1870,1851,1
10958,325,1
4134,2270,1
3819,1175,1
9862,3620,1
980,821,1
6145,257,1
966,886,1
5627,1314,1
4006,2987,1
317,477,1
6201,3801,1
1535,814,1
6870,927,1
1963,1786,1
299,837,1
6629,77,1
1350,768,1
288,944,1
959,883,1
3392,320,1
7879,861,1
5989,885,1
13721,4713,1
12484,1653,1
402,965,1
880,1004,1
6737,24,1
6838,2816,1
6750,2703,1
165,729,1
9681,1599,1
362,1014,1
8113,1149,1
7540,1287,1
4594,1036,1
7853,286,1
7426,2168,1
7140,3797,1
1722,1700,1
3290,1598,1
3921,2633,1
1905,1821,1
382,848,1
3516,2355,1
1195,1136,1
832,1084,1
13545,1346,1
3727,1306,1
1407,763,1
5409,57,1
2134,2260,1
4061,1596,1
2223,1285,1
12085,843,1
542,729,1
1911,1693,1
108,208,1
612,1202,1
14622,2323,1
2413,399,1
615,1207,1
10045,3057,1
5862,1207,1
2357,2453,1
2250,2327,1
5784,3768,1
1906,302,1
7088,1893,1
405,845,1
6067,3302,1
422,260,1
5773,869,1
7127,838,1
6929,328,1
3262,1778,1
671,735,1
9795,1081,1
8408,3675,1
7171,2830,1
1130,1020,1
4467,3573,1
4544,824,1
7039,1893,1
621,325,1
7226,3934,1
1173,838,1
7174,1529,1
1627,1008,1
4108,3411,1
5796,745,1
5629,339,1
5446,861,1
6881,1950,1
6928,3459,1
2551,2561,1
1636,1767,1
5830,743,1
6076,1967,1
2086,2232,1
5969,3790,1
10329,843,1
6320,2327,1
10401,2180,1
12438,1617,1
444,813,1
1094,895,1
10678,768,1
897,381,1
5843,941,1
4138,257,1
9676,729,1
180,740,1
273,931,1
768,1139,1
7372,911,1
6943,2949,1
152,641,1
133,399,1
10045,4467,1
3863,1486,1
7390,3934,1
5537,871,1
1779,1937,1
3126,2913,1
5247,772,1
813,1326,1
154,458,1
135,179,1
1009,972,1
2650,2395,1
869,669,1
9675,211,1
3985,3317,1
4365,3538,1
2011,2179,1
5502,769,1
2090,257,1
7308,3986,1
4160,1857,1
2833,301,1
400,864,1
7258,1950,1
1418,847,1
2820,1759,1
886,986,1
2314,1170,1
2069,319,1
3509,1752,1
880,454,1
10021,969,1
728,814,1
7056,3886,1
351,864,1
4126,3414,1
12142,814,1
12438,1630,1
2300,2403,1
1698,1840,1
3900,1610,1
161,703,1
8060,3742,1
3526,3089,1
7886,1374,1
147,539,1
5181,3693,1
3968,990,1
1521,1618,1
6526,3842,1
12532,4648,1
3547,933,1
897,744,1
2495,2534,1
5612,883,1
3976,329,1
8081,768,1
464,862,1
717,813,1
9792,4421,1
1869,796,1
114,254,1
4047,2195,1
705,924,1
7570,966,1
3162,2933,1
452,478,1
9681,4324,1
149,477,1
12484,1345,1
7265,2087,1
1031,1094,1
6759,0,1
659,1222,1
4203,3085,1
2319,2429,1
2845,1950,1
307,770,1
730,873,1
3032,1813,1
147,552,1
441,770,1
6381,1222,1
9722,1036,1
517,765,1
2573,481,1
1043,286,1
4021,2034,1
7742,3530,1
6604,3859,1
2017,2185,1
7628,1967,1
9804,1519,1
11846,1300,1
13090,3612,1
383,886,1
3826,1943,1
12442,1590,1
1535,869,1
2951,1716,1
700,1236,1
1130,820,1
113,244,1
4536,763,1
11979,1307,1
4250,177,1
339,735,1
12869,1519,1
629,16,1
4094,3047,1
7986,749,1
9997,988,1
1200,771,1
5952,792,1
2860,1719,1
938,771,1
1334,1000,1
12438,20,1
1567,1696,1
132,378,1
12599,648,1
4266,3504,1
5806,1906,1
3724,1006,1
1838,1967,1
8080,3013,1
4016,3329,1
6915,1290,1
5370,329,1
1557,1688,1
4181,2642,1
1082,1166,1
3334,2477,1
7439,2458,1
880,951,1
262,838,1
1905,2105,1
7318,2168,1
5377,2439,1
6743,1708,1
1316,286,1
2271,1970,1
528,728,1
2322,2430,1
6479,2830,1
1033,900,1
3180,2949,1
7070,1285,1
568,1066,1
6719,533,1
1571,1707,1
6975,1950,1
6317,1950,1
10045,4159,1
3054,2729,1
2438,2497,1
1077,125,1
160,682,1
8043,744,1
151,633,1
1126,1478,1
12012,1322,1
7153,1175,1
1344,883,1
134,437,1
6672,2299,1
6763,3878,1
3578,3116,1
1840,1989,1
5453,3723,1
6747,3641,1
3985,2191,1
4570,895,1
616,854,1
6995,2171,1
6116,1034,1
863,731,1
3717,2413,1
5587,1444,1
6979,1897,1
788,1311,1
3897,3246,1
12441,1593,1
2933,1513,1
3740,1084,1
1245,769,1
4194,3469,1
699,744,1
7003,1244,1
437,744,1
11175,461,1
210,287,1
528,862,1
908,329,1
806,318,1
4020,320,1
7805,3558,1
1668,1774,1
4037,1950,1
8147,814,1
1860,1715,1
2646,2624,1
199,808,1
7308,1705,1
782,863,1
11558,872,1
1840,2002,1
4047,2116,1
6736,3236,1
3286,2432,1
2804,2688,1
4194,2543,1
173,755,1
2721,933,1
7038,797,1
10562,1550,1
2287,2398,1
2053,245,1
7564,843,1
2306,2411,1
4238,1603,1
8219,286,1
6055,1037,1
7443,1785,1
5502,824,1
8149,4162,1
3994,2145,1
9627,454,1
979,1269,1
4570,1029,1
158,339,1
2097,473,1
6660,329,1
1202,789,1
7522,1785,1
9681,4366,1
7191,2180,1
5927,478,1
2251,2337,1
3903,1963,1
7862,4105,1
899,1276,1
2444,22,1
